ID;Imei;Device;
889;35173000;Siemens A35/36;
890;35173001;BenQ M81;
891;35173101;BenQ M81;
892;35173201;BenQ C81;
893;35173301;BenQ C81;
894;35173401;BenQ C81;
895;35173600;Siemens ST55;
896;35173701;NEC e373;
897;35173801;NEC e3x3;
898;35173900;Capitel C6098;
899;35173901;Capitel C6098;
900;35174000;Sagem TWINY/CLiP;
901;35174001;Motorola X467;
902;35174300;Compal F69;
903;35174400;Ningbo Bird S1120;
904;35174500;Konka C889;
905;35174600;DBTel 6668;
906;35175401;Samsung ZV-50;
907;35175501;Nokia 6102;
908;35175600;Kejian J390;
909;35175700;CECT T818;
910;35176000;Motorola T190;
911;35176100;Motorola C33X;
912;35176300;Samsung X400;
913;35176500;Motorola V60;
914;35176600;Motorola V66;
915;35176900;Samsung S500;
916;35177000;Samsung C100;
917;35177100;Panasonic GD88;
918;35177201;sagem MY419x;
919;35177400;Amio A8e;
920;35177500;Amio A600;
921;35177600;TCL Mobile 3188+;
922;35177601;BenQ E71;
923;35177700;TCL Mobile 3288+;
924;35177701;BenQ E71;
925;35177800;TCL Mobile 3388+;
926;35177801;BenQ E71;
927;35177900;TCL Mobile 5188;
928;35177901;BenQ E71;
929;35178000;TCL Mobile 5288;
930;35178001;BenQ E71;
931;35178100;TCL Mobile 3998;
932;35178101;BenQ E71;
933;35178200;Panasonic GD67;
934;35178201;Panasonic VS70;
935;35178601;LG mg100c;
936;35178800;Motorola A830;
937;35179000;TCL Mobile 2188;
938;35179001;BenQ A38;
939;35179100;TCL Mobile 2988;
940;35179101;BenQ A38;
941;35179200;Siemens C55;
942;35179201;BenQ A38;
943;35179301;BenQ A38;
944;35179401;Samsung S501i;
945;35179700;Samsung E100;
946;35179800;Samsung E100;
947;35179900;Samsung A800;
948;35179901;Samsung D828;
949;35180000;Samsung A800;
950;35180001;Samsung D900;
951;35180200;Sagem MyX-5M;
952;35180201;Samsung X686;
953;35180300;Sagem MyX-5p;
954;35180400;Motorola T191;
955;35180500;Motorola V66i;
956;35180701;BenQ A38;
957;35180801;BenQ A38;
958;35180900;Samsung R220s;
959;35180901;BenQ A38;
960;35181001;BenQ A38;
961;35181201;Samsung D908;
962;35181301;Samsung P310;
963;35181400;Amio A9;
964;35181500;Amio F9;
965;35181600;Sagem MyX-2;
966;35182000;Motorola V3688/90;
967;35182001;LG KG338;
968;35182101;LG G639;
969;35182300;Amio A60;
970;35182400;TCL Mobile 2688;
971;35182600;Capitel Q81;
972;35182700;LG G5410;
973;35182800;LG G630;
974;35182900;LG 5220;
975;35183000;LG EG880;
976;35183100;Samsung P408;
977;35183200;Samsung P408;
978;35183300;Samsung P400v;
979;35183400;Samsung P400v;
980;35183500;Samsung P400t;
981;35183600;Samsung P400t;
982;35183700;Samsung A800;
983;35183701;Samsung Z630;
984;35183900;Motorola A920;
985;35184101;SonyEricsson Z525;
986;35184300;Samsung S508;
987;35184501;SonyEricsson W958I;
988;35184600;Motorola T191;
989;35184700;Panasonic X60;
990;35185100;BenQ 56D93 Vulcan-3C;
991;35185101;Nokia N73;
992;35185200;BenQ 56D94 Vulcan-4C;
993;35185300;TCL Mobile GB23;
994;35185400;Siemens A55;
995;35185401;Nokia 5500;
996;35185500;Siemens A55;
997;35185501;Nokia 5500 Sport;
998;35185601;Nokia 6101b;
999;35185700;SonyEricsson T610;
1000;35185701;Nokia 6101b;
1001;35185801;Nokia 3120;
1002;35185901;Nokia 3120;
1003;35186000;Maxon MX-7923;
1004;35186001;Nokia 3220;
1005;35186101;Nokia 6280;
1006;35186110;Nokia 6280;
1007;35186200;Sendo SND300;
1008;35186201;Nokia N70-1;
1009;35186300;Motorola C200;
1010;35186301;Nokia N70-1;
1011;35186400;Samsung T100;
1012;35186401;Nokia 1100;
1013;35186501;Nokia 1108;
1014;35186601;Nokia 1600;
1015;35186701;Nokia 1600;
1016;35186801;Nokia 6070;
1017;35186901;Nokia 6234;
1018;35187001;Nokia 1112;
1019;35187101;Nokia N93;
1020;35187201;Nokia N93;
1021;35187301;Nokia 1110i;
1022;35187401;Nokia 1110;
1023;35187500;Motorola E365;
1024;35187600;Motorola E365;
1025;35187601;Nokia 1110;
1026;35187700;Motorola CC3-41B11;
1027;35187701;Nokia 1110;
1028;35187800;Motorola V290;
1029;35187801;Nokia E61i;
1030;35187900;Motorola TH GSM;
1031;35187901;Nokia E61i;
1032;35188000;Motorola AC3-41A11;
1033;35188101;Nokia 6070;
1034;35188201;Nokia 7370;
1035;35188301;Nokia 7370;
1036;35188400;Sendo SND550;
1037;35188401;Nokia N-GAGE QD;
1038;35188501;Nokia 6103;
1039;35188601;Nokia 6681;
1040;35188701;Nokia 8800;
1041;35188800;Siemens NC55;
1042;35188801;Nokia 8800;
1043;35188900;Samsung V206;
1044;35188901;Nokia 7373;
1045;35189000;Samsung V208;
1046;35189001;Nokia 1600;
1047;35189100;Samsung V208;
1048;35189101;Nokia 1600;
1049;35189201;Nokia E50;
1050;35189301;Nokia E50-2;
1051;35189400;LG G5300i;
1052;35189401;Nokia 3250;
1053;35189500;Konka C899;
1054;35189501;Nokia E50;
1055;35189701;Nokia 6030;
1056;35189800;Motorola A760;
1057;35189801;Nokia 1600;
1058;35189900;CECT E2800;
1059;35189901;Nokia 7260;
1060;35190000;Nokia 6280;
1061;35190001;Nokia 6280;
1062;35190300;VKMobile VG217;
1063;35190400;Panasonic X70;
1064;35190401;Samsung X168;
1065;35190500;Sendo SND230/J530;
1066;35190600;Sendo SND230/J530;
1067;35190700;NEC 525C/J;
1068;35190800;UbiNetics GM800;
1069;35190801;BenQ E81;
1070;35190901;BenQ E81;
1071;35191001;BenQ E61;
1072;35191101;BenQ E61;
1073;35191200;Maxon DW 880;
1074;35191201;Samsung d407;
1075;35191300;Maxon EG-Q68;
1076;35191500;Ningbo Bird SC04;
1077;35191700;Kejian K568;
1078;35191900;Sony Ericsson w810;
1079;35192500;Samsung S508;
1080;35192600;SonyEricsson T230;
1081;35192700;SonyEricsson T230;
1082;35192800;SonyEricsson T230;
1083;35192900;SonyEricsson T230;
1084;35193000;SonyEricsson Z600;
1085;35193100;SonyEricsson Z600;
1086;35193200;SonyEricsson Z600;
1087;35193300;Ericsson Z600;
1088;35193500;Panasonic EB-GD55;
1089;35193600;Samsung E418;
1090;35194100;Siemens A60/L55;
1091;35194101;SonyEricsson V600;
1092;35194200;Siemens  A60/L55;
1093;35194201;SonyEricsson K618i;
1094;35194300;Siemens C60/L55;
1095;35194301;SonyEricsson K610i;
1096;35194400;Siemens C60/L55;
1097;35194500;Siemens C60/L55;
1098;35194600;Siemens C60/L55;
1099;35194700;Siemens C60/L55;
1100;35194701;Samsung D848;
1101;35194800;Siemens C60/L55;
1102;35194900;Siemens C60/L55;
1103;35195000;Siemens MC60;
1104;35195100;Siemens MC60;
1105;35195101;Motorola L6;
1106;35195200;Siemens MC60;
1107;35195201;Motorola V235;
1108;35195300;Siemens MC60;
1109;35195301;Motorola V3i;
1110;35195400;Siemens MC60;
1111;35195401;Motorola L7;
1112;35195501;Motorola C168;
1113;35195600;SonyEricsson T610/18;
1114;35195601;Motorola V3;
1115;35195700;SonyEricsson T610 / T618;
1116;35195701;Motorola U6;
1117;35195800;SonyEricsson T610 / T618;
1118;35195801;Motorola U6;
1119;35195900;Samsung S300;
1120;35195901;Motorola U6;
1121;35196001;Motorola U6;
1122;35196100;Siemens MC46;
1123;35196101;Motorola V3e;
1124;35196201;Motorola V3;
1125;35196300;Siemens A50;
1126;35196301;Motorola V550;
1127;35196400;Ericsson Z608;
1128;35196401;Motorola L6;
1129;35196500;SonyEricsson P900/8/10i;
1130;35196501;Motorola L7i;
1131;35196600;Ericsson P900/8;
1132;35196601;Motorola K1;
1133;35196700;Siemens A50;
1134;35196701;Motorola W220;
1135;35196800;SonyEricsson T103B;
1136;35196801;Motorola V3;
1137;35196901;Motorola C410;
1138;35197000;Ericsson Z600;
1139;35197001;Motorola V3;
1140;35197100;Ericsson Z600;
1141;35197101;Motorola V360;
1142;35197200;SonyEricsson P900/8;
1143;35197201;Motorola C117;
1144;35197300;Ericsson P900/8;
1145;35197301;Motorola V220;
1146;35197400;Siemens A50;
1147;35197500;Siemens A60/L55;
1148;35197501;Motorola C139;
1149;35197600;Siemens A60/L55;
1150;35197700;Siemens A60/L55;
1151;35197801;Samsung Z370;
1152;35198000;Siemens A50;
1153;35198001;Samsung i320n;
1154;35198200;Samsung E600;
1155;35198201;BenQ EF51;
1156;35198300;SonyEricsson Z200;
1157;35198400;SonyEricsson Z200;
1158;35198500;SonyEricsson Z200;
1159;35198600;SonyEricsson K750i/c;
1160;35198700;SonyEricsson T230/8;
1161;35198800;SonyEricsson T610/8;
1162;35198900;SonyEricsson T610/8;
1163;35199000;SonyEricsson T610/8;
1164;35199200;SonyEricsson T100;
1165;35199300;Samsung S300;
1166;35199500;Siemens MC60;
1167;35199901;BenQ A31;
1168;35200001;Samsung X150;
1169;35200101;Samsung D807;
1170;35200201;Samsung D807;
1171;35200301;Samsung E908;
1172;35200700;Nokia 1100;
1173;35200801;Samsung E370/8;
1174;35200900;Voxtel BGP-BD20;
1175;35201000;Voxtel BGP-BD30;
1176;35201100;Voxtel BGP-ST11;
1177;35201300;Amio A6;
1178;35201400;Amio A6;
1179;35201500;Amio A6+;
1180;35201600;Amio A6+;
1181;35201700;Amio A8;
1182;35201800;Amio A8;
1183;35201900;SonyEricsson T100;
1184;35202000;SonyEricsson T100;
1185;35202100;Siemens MC55;
1186;35202101;BenQ ME75;
1187;35202200;Siemens MC55;
1188;35202201;BenQ ME75;
1189;35202300;Siemens MC56;
1190;35202301;Samsung Z720;
1191;35202400;Siemens MC56;
1192;35202500;Siemens MC58;
1193;35202501;LG CLG-TG300;
1194;35202600;Siemens M55;
1195;35202700;Siemens M55;
1196;35202800;Siemens M55;
1197;35202900;Siemens M55;
1198;35203000;Siemens M55;
1199;35203100;Kejian K336;
1200;35203200;BenQ 56W10;
1201;35203201;BenQ SF71;
1202;35203300;BenQ 56W10;
1203;35203301;BenQ SF71;
1204;35203500;Maxon MX-E10;
1205;35203600;Ezio E37;
1206;35203700;CECT Q380;
1207;35203800;Ningbo Bird S288;
1208;35203900;Telit G40;
1209;35203901;LG KG99;
1210;35204500;Mitsubishi MT662;
1211;35204600;Maxon SG-4600;
1212;35204800;Motorola V66;
1213;35205100;Konka R608;
1214;35205200;Sagem HDH 940;
1215;35205300;Sagem OPH 940;
1216;35205400;Motorola C350;
1217;35205501;Samsung E900/8;
1218;35205901;BenQ VS5;
1219;35206300;Maxon MX-7920;
1220;35206400;Siemens S55;
1221;35206500;Siemens S55;
1222;35206501;SonyEricsson M608C;
1223;35206600;Ningbo Bird SC01;
1224;35206601;SonyEricsson J220i;
1225;35206800;Maxon MX-7990;
1226;35206801;SonyEricsson J230i;
1227;35206900;Motorola C350;
1228;35206901;Samsung Z230;
1229;35207300;Siemens SX1;
1230;35207500;Siemens ME45;
1231;35207600;Arima 2200;
1232;35207700;Motorola ST3-411A11;
1233;35207900;Siemens SX1/K1;
1234;35207901;SonyEricsson W300i/c;
1235;35207902;SonyEricsson W300i;
1236;35208000;Siemens SX1/K1;
1237;35208100;Siemens SX1/K1;
1238;35208101;Samsung C158;
1239;35208200;SonyEricsson W810i;
1240;35208201;Philips 180;
1241;35208300;Ningbo Bird V19;
1242;35208800;Maxon DA8;
1243;35208900;Siemens C55/L55;
1244;35209000;Siemens L55;
1245;35209200;Kejian K598;
1246;35209300;Samsung P100;
1247;35209400;Kejian K358;
1248;35209500;Motorola V66i;
1249;35209600;Motorola T720/i;
1250;35209700;Alcatel 332/3;
1251;35209800;Alcatel 332/3;
1252;35209900;Alcatel 332/3;
1253;35210000;Alcatel 332/3;
1254;35210001;Samsung D900/8;
1255;35210300;TCL Mobile 3188;
1256;35210400;LG G8000i;
1257;35210500;NEC N223i/570i7;
1258;35210600;Maxon T208;
1259;35210601;BenQ A121;
1260;35210800;Mirae MGH-840C;
1261;35210900;Kejian K606;
1262;35211000;Kejian K606;
1263;35211100;Ningbo Bird E868;
1264;35211101;Samsung X630 / X638;
1265;35212100;Capitel C5288;
1266;35212200;Sony Ericsson W550i;
1267;35212201;Samsung T619;
1268;35212400;SonyEricsson W810i/550i;
1269;35212401;Sony Ericsson Z550i;
1270;35212500;Kejian 626;
1271;35212501;SonyEricsson Z550i;
1272;35212700;BenQ S820C;
1273;35212701;Blackberry 8100;
1274;35212801;BenQ AL21;
1275;35212901;Samsung X828;
1276;35213000;Konka k6288;
1277;35213001;Samsung X160;
1278;35213201;BenQ A71;
1279;35213300;Ningbo Bird SC10;
1280;35213301;Samsung Z650i;
1281;35213800;Capitel C6088+;
1282;35213900;Capitel C6088A+;
1283;35213901;BenQ A31;
1284;35214000;Capitel C6288+;
1285;35214001;BenQ AF51;
1286;35214100;Capitel C6288A+;
1287;35214200;Capitel C6398;
1288;35214300;Capitel C8088;
1289;35214301;Samsung T629;
1290;35214500;Sagem MRM;
1291;35214600;Capitel C8028;
1292;35214601;Sagem My213x;
1293;35214700;Capitel Q98;
1294;35214800;Haier P6;
1295;35214801;Sagem My100x;
1296;35215400;TCL Mobile GA16/E757;
1297;35215500;TCL Mobile GB02;
1298;35215600;TCL Mobile GB02;
1299;35215601;CECT T688+;
1300;35215700;TCL Mobile GB02;
1301;35215800;TCL Mobile GB02;
1302;35215900;TCL Mobile GB02;
1303;35216500;VKMobile VGT299;
1304;35216600;VKMobile VGT277;
1305;35216700;VKMobile VGT288;
1306;35217100;BenQ M775C;
1307;35217101;BenQ AX72;
1308;35217700;Mitsubishi MT662;
1309;35217800;Sendo Blu;
1310;35217900;Samsung N620;
1311;35217901;Sagem MyC5-3;
1312;35218100;Maxon Z2000;
1313;35218200;Kejian K338;
1314;35218400;Ningbo Bird S1180;
1315;35218500;Capitel Q60;
1316;35218600;Capitel Q61;
1317;35219201;Samsung X680;
1318;35219301;Samsung C130;
1319;35219401;Samsung X160;
1320;35219501;Samsung X210;
1321;35219600;Primus PTL888;
1322;35219700;Siemens Xelibri;
1323;35219900;Samsung D100;
1324;35220000;Samsung D100;
1325;35220100;Kejian K608;
1326;35220200;Kejian K608;
1327;35220300;Panasonic EB-EVG50;
1328;35220400;Panasonic EB-G50;
1329;35220500;Panasonic EB-G50;
1330;35220600;Motorola MPX 200;
1331;35220601;Sony Ericsson K790i;
1332;35220701;Sony Ericsson K790i;
1333;35220801;SonyEricsson K790a;
1334;35220901;Samsung X508;
1335;35221000;Ezio E51FD;
1336;35221200;Sagem MO190;
1337;35221201;Voxtel W210;
1338;35221300;Sagem MO110d;
1339;35221400;Sagem MO170;
1340;35221500;Motorola V50;
1341;35221700;Maxon DW 555;
1342;35221800;LG Q800;
1343;35221900;Motorola G20;
1344;35222100;Siemens S53i;
1345;35222200;Siemens A52;
1346;35222300;Siemens A52;
1347;35222400;Siemens A52;
1348;35222500;Telit GM862 PCS;
1349;35222601;Motorola V3i;
1350;35222701;Motorola C117;
1351;35222800;Telit GM862;
1352;35222801;Motorola C117;
1353;35222901;Motorola C117;
1354;35223001;Motorola V1075;
1355;35223101;Motorola C168;
1356;35223201;Motorola C261;
1357;35223301;Motorola V177;
1358;35223401;Motorola C117;
1359;35223500;Ningbo Bird V10;
1360;35223501;Motorola C117;
1361;35223601;Motorola V3;
1362;35223701;Motorola C117;
1363;35223801;Motorola E2;
1364;35223900;Samsung X100;
1365;35223901;Motorola K1 KRZR;
1366;35224000;Samsung P400;
1367;35224001;Motorola V3i;
1368;35224100;Samsung P400;
1369;35224101;Motorola V3x;
1370;35224200;Samsung P408;
1371;35224201;Motorola V3i;
1372;35224300;Samsung P408;
1373;35224301;Motorola V3i;
1374;35224400;Samsung E105;
1375;35224401;Motorola V3;
1376;35224500;VKMobile VG210A;
1377;35224501;Motorola U6;
1378;35224600;Konka K616;
1379;35224700;Mirae MGH-850C;
1380;35224701;Motorola C168;
1381;35224901;Motorola C261;
1382;35225000;Ezio E51RC;
1383;35225001;Motorola L7;
1384;35225100;Mitsubishi M341i/MT171;
1385;35225200;Kejian K699;
1386;35225300;Siemens C55/L55;
1387;35225301;Nokia 6101;
1388;35225400;VKMobile VG250;
1389;35225401;Nokia 3220b;
1390;35225501;Nokia N95;
1391;35225600;Sagem OT 230/60/90;
1392;35225601;Nokia 6070;
1393;35225700;Motorola E380;
1394;35225701;Nokia 6131;
1395;35225800;Motorola E360;
1396;35225801;Nokia 6131;
1397;35225900;Ningbo Bird S588;
1398;35225901;Nokia 6630;
1399;35226001;Nokia 1600;
1400;35226100;LG G7050;
1401;35226101;Nokia 1110;
1402;35226200;Arima 2820;
1403;35226201;Nokia 1100;
1404;35226300;TCL Mobile I929;
1405;35226301;Nokia 1100;
1406;35226400;Haier GPRS;
1407;35226401;Nokia 6280;
1408;35226500;TCL Mobile GB25;
1409;35226501;Nokia 6280;
1410;35226600;TCL Mobile I929;
1411;35226601;Vertu Constellation;
1412;35226700;TCL Mobile I929;
1413;35226701;Nokia 6101b;
1414;35226800;TCL Mobile I929;
1415;35226801;Nokia 6102i;
1416;35226900;TCL Mobile I929;
1417;35226901;Nokia 6103;
1418;35227000;TCL Mobile GB25;
1419;35227001;Nokia 1600;
1420;35227100;TCL Mobile GB25;
1421;35227101;Nokia 1600;
1422;35227200;TCL Mobile GB25;
1423;35227201;Nokia 6600;
1424;35227300;TCL Mobile GB25;
1425;35227301;Nokia 7610;
1426;35227401;Nokia 7610;
1427;35227500;Sagem MyC-2;
1428;35227501;Nokia 6630;
1429;35227601;Nokia 6630/6630;
1430;35227700;NEC N810;
1431;35227701;Nokia 6680/6680;
1432;35227800;NEC N600;
1433;35227801;Nokia 6680;
1434;35227900;Motorola E550;
1435;35227901;Nokia 1600;
1436;35228000;Samsung E700;
1437;35228100;Motorola V8088;
1438;35228200;NEC e616/c616;
1439;35228201;Nokia 1110;
1440;35228300;Sagem MyX-4;
1441;35228301;Nokia 2310;
1442;35228400;NEC Ultimo;
1443;35228401;Nokia 6151;
1444;35228501;Nokia 6230i;
1445;35228601;Nokia 8800;
1446;35228700;Samsung X108;
1447;35228701;Nokia 8800;
1448;35228800;Samsung V200;
1449;35228801;Nokia N75;
1450;35228900;Samsung V200;
1451;35228901;Nokia 1110;
1452;35229000;Samsung E108;
1453;35229001;Nokia 2300/10;
1454;35229100;Samsung E108;
1455;35229101;Nokia N93;
1456;35229201;Nokia 1600;
1457;35229301;Nokia 1600;
1458;35229400;Motorola SA1161a;
1459;35229401;Nokia 1600;
1460;35229500;Siemens M50/K45;
1461;35229501;Nokia 1600;
1462;35229600;Siemens C45/K45;
1463;35229601;Nokia 1110;
1464;35229700;Siemens MT50/K45;
1465;35229701;Nokia 1110;
1466;35229800;Siemens C53i;
1467;35229801;Nokia 1112;
1468;35229900;Siemens M53i;
1469;35229901;Nokia 6030;
1470;35230000;Maxon MX-7921;
1471;35230001;Nokia 1100;
1472;35230100;Maxon MX-7922;
1473;35230200;Motorola C350;
1474;35230300;BenQ Benten 938;
1475;35230501;NEC N3306;
1476;35230600;DBTel 3268;
1477;35230601;NEC N1707;
1478;35230700;DBTel 6588c;
1479;35231000;Siemens A36/35/40/B35N/40;
1480;35231200;Motorola L6;
1481;35231300;Sendo cS681;
1482;35231600;Ericsson K510;
1483;35231700;BenQ Noka A18;
1484;35232000;Samsung D108;
1485;35232100;Motorola C200;
1486;35232101;Samsung E370/8;
1487;35232800;Sagem MyX-1;
1488;35233000;VKMobile VG270;
1489;35233101;Fly MX300;
1490;35233500;SonyEricsson W810i;
1491;35233501;SonyEricsson W300i/c;
1492;35233601;SonyEricsson W810i/c;
1493;35233701;Sony Ericcson W810i;
1494;35234101;Nokia 3220;
1495;35234201;BenQ A58;
1496;35234301;BenQ A58;
1497;35234600;LG C90;
1498;35234700;Siemens U15;
1499;35234800;Samsung X430;
1500;35234900;Kejian K368;
1501;35235001;SonyEricsson W810i;
1502;35235300;Amio S6;
1503;35235301;Samsung E376;
1504;35235701;LG U300;
1505;35236100;Samsung A800;
1506;35236200;Samsung C100;
1507;35236201;LG KG119;
1508;35236300;Samsung C100;
1509;35236400;Samsung C100;
1510;35236500;Samsung C108t;
1511;35236700;Sagem MyV-65;
1512;35237100;Kejian K500;
1513;35237200;Konka T606;
1514;35237400;Kejian K318;
1515;35237600;Siemens M55;
1516;35237700;Siemens M55;
1517;35237800;Siemens M55;
1518;35237901;Samsung x450;
1519;35238100;Kejian K618;
1520;35238200;Kejian K618;
1521;35238201;Sony Ericsson K510;
1522;35238700;VKMobile VG300;
1523;35239100;CECT F18;
1524;35239200;CECT F16;
1525;35239500;Motorola T190;
1526;35239600;Siemens A52;
1527;35239700;Kejian K689;
1528;35240000;Kejian K515;
1529;35240101;SonyEricsson W850i;
1530;35240200;Capitel Q85;
1531;35240501;Sagem MyC5-2;
1532;35241100;Motorola V535;
1533;35242100;Arima 2201;
1534;35242201;Shenzhen S660;
1535;35242301;Samsung C406;
1536;35242501;Samsung C400;
1537;35242700;Sagem MyX-1;
1538;35243000;BenQ 56M32;
1539;35243200;Ningbo Bird SC24;
1540;35243301;Samsung E420;
1541;35243600;TCL Mobile 3788C;
1542;35243700;CECT F18;
1543;35243900;TCL Mobile S350;
1544;35244000;Ezio E52RC;
1545;35244100;Ezio E53FD;
1546;35244200;Ezio E56RC;
1547;35244300;Sagem MyS-7;
1548;35244701;Samsung E890/8;
1549;35244800;Sagem MO190;
1550;35244900;Sagem MO170;
1551;35245000;Sagem MO110d;
1552;35245200;Motorola E365;
1553;35245300;Arima 2850;
1554;35245400;BenQ U68;
1555;35246200;NEC N33H/N700;
1556;35246300;NEC N331i/N700;
1557;35246400;Siemens C62;
1558;35246500;Nokia 5140i;
1559;35246600;Kejian K388;
1560;35246900;Samsung D100a;
1561;35247000;Samsung D100a;
1562;35247100;Samsung A800;
1563;35247200;Samsung A800;
1564;35247300;Samsung C100;
1565;35247400;Samsung C100;
1566;35247500;Kejian K618;
1567;35247600;Kejian K618;
1568;35247700;Samsung S300;
1569;35247701;BenQ EF61;
1570;35247800;Samsung S300;
1571;35247801;LG KE 820;
1572;35247900;Samsung V200;
1573;35248000;Samsung V200;
1574;35248001;BenQ CF51;
1575;35248100;Samsung X450;
1576;35248200;Samsung X450;
1577;35248300;Samsung X710;
1578;35248400;NEC N700;
1579;35248600;Ningbo Bird S1820;
1580;35248801;Sagem My210;
1581;35248900;Siemens SL55;
1582;35249000;Motorola V535;
1583;35249200;BenQ S660;
1584;35249201;Sagem my212x;
1585;35249300;Sendo SND300;
1586;35249400;Motorola V535;
1587;35249500;Motorola T720/i;
1588;35249900;Sagem MO110d;
1589;35250000;Samsung X718;
1590;35250100;Nokia 3310;
1591;35250101;Motorola K1;
1592;35250200;Nokia 3310;
1593;35250201;Motorola W220;
1594;35250300;Nokia 1100;
1595;35250301;Motorola V3i;
1596;35250400;Nokia 6610;
1597;35250401;Motorola L7;
1598;35250500;Nokia 6820;
1599;35250501;Motorola V3x;
1600;35250600;Nokia 6820;
1601;35250601;Motorola V3;
1602;35250700;Nokia 6820;
1603;35250701;Motorola V3;
1604;35250800;Nokia 3310;
1605;35250801;Motorola C390;
1606;35250900;Nokia 3100b;
1607;35250901;Motorola V3;
1608;35251000;Nokia 5210;
1609;35251001;Motorola V3;
1610;35251100;Nokia 2100;
1611;35251101;Motorola V360;
1612;35251200;Nokia 2100;
1613;35251201;Motorola L6;
1614;35251300;Nokia 3410;
1615;35251301;Motorola V3x;
1616;35251400;Nokia 3410;
1617;35251401;Motorola C117;
1618;35251600;Nokia 8310/6500;
1619;35251700;Nokia 3200;
1620;35251701;Motorola V6;
1621;35251800;Nokia 3200;
1622;35251900;Nokia 3200;
1623;35251901;Motorola C117;
1624;35252000;Nokia 3200;
1625;35252001;Motorola V3;
1626;35252100;Nokia 3200b;
1627;35252101;Motorola A1200;
1628;35252200;Nokia 7210;
1629;35252201;Motorola V360;
1630;35252300;Nokia 6100;
1631;35252301;Motorola C117;
1632;35252400;Nokia 1100;
1633;35252401;Motorola A1200;
1634;35252501;Motorola V3;
1635;35252600;Nokia 3100;
1636;35252700;Nokia 3100;
1637;35252800;Nokia 3100b;
1638;35252900;Nokia 6600;
1639;35253000;Nokia 1100;
1640;35253100;Nokia ll00;
1641;35253200;Nokia 3530;
1642;35253300;Nokia 3510i/3530;
1643;35253400;Nokia 2100;
1644;35253500;Nokia 2100;
1645;35253600;Nokia 2100;
1646;35253700;Nokia 2100;
1647;35253800;Nokia 3108;
1648;35253900;Nokia 3315;
1649;35254000;Nokia 12;
1650;35254100;Nokia 2300;
1651;35254200;Nokia 2300;
